time,rating,free_text,do_better,surgery,pcn,sentiment_free_text,sentiment_score_free_text,sentiment_do_better,sentiment_score_do_better,free_text_len,do_better_len,rating_score,feedback_labels,improvement_labels,submission_id,respondent-id,emotion_free_text,emotion_do_better,free_text_PER,do_better_PER,campaing_id,logic,campaign_rating,campaign_freetext,free_text_qa,do_better_qa
2024-02-29 10:58:00,Good,At the VM Hub lovely people all round Online nightmare My GP excellent But so many different people and methods of communication its not easy trying to remember instructions and information and my friends of similar and younger age find they just give up on attending to health matters,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,positive,0.5098497272,neutral,0.0,49.0,0,4.0,Communication Effectiveness,,,,admiration,,,,,,,,"{'score': 0.10143782943487167, 'start': 237, 'end': 285, 'answer': 'they just give up on attending to health matters'}",
2024-02-29 10:58:00,Very good,Very happy overall with everything and lovely new site,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,positive,0.9862739444,neutral,0.0,9.0,0,5.0,Follow-up and Continuity of Care,,,,joy,,,,,,,,"{'score': 0.001970859244465828, 'start': 0, 'end': 34, 'answer': 'Very happy overall with everything'}",
2024-02-29 11:00:00,Good,,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,neutral,0.0,neutral,0.0,0.0,0,4.0,,,,,,,,,,,,,,
2024-02-29 11:00:00,Very good,,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,neutral,0.0,neutral,0.0,0.0,0,5.0,,,,,,,,,,,,,,
2024-02-29 11:02:00,Good,I object strongly to having to explain my symptons to a receptionist What happened to patient confidentiality,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,negative,0.8406898975,neutral,0.0,17.0,0,4.0,Reception Staff Interaction,,,,disapproval,,,,,,,,"{'score': 0.001540719298645854, 'start': 2, 'end': 68, 'answer': 'object strongly to having to explain my symptons to a receptionist'}",
2024-02-29 11:02:00,Very good,Front desk staff Very good waiting time fine and technician who took tests also very pleasant,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,positive,0.9073693752,neutral,0.0,16.0,0,5.0,Waiting Time,,,,neutral,,,,,,,,"{'score': 0.002224675379693508, 'start': 17, 'end': 44, 'answer': 'Very good waiting time fine'}",
2024-02-29 11:03:00,Very good,,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,neutral,0.0,neutral,0.0,0.0,0,5.0,,,,,,,,,,,,,,
2024-02-29 11:05:00,Good,I was disappointed as made an appointment and made sure on the phone if the nurse could do the injection When I got there she said I had to bring with me my prescription what was never the case for over a year Waisted a whole day and thatâ€™s the second time The communication between the staff get lost or there is none,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,negative,0.8788926005,neutral,0.0,66.0,0,4.0,Follow-up and Continuity of Care,,,,disappointment,,,,,,,,"{'score': 0.02694774605333805, 'start': 263, 'end': 320, 'answer': 'communication between the staff get lost or there is none'}",
2024-02-29 11:05:00,Good,,,Stanhope-Mews-Surgery,Brompton-Health-PCN,neutral,0.0,neutral,0.0,0.0,0,4.0,,,,,,,,,,,,,,
2024-02-29 11:09:00,Very good,,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,neutral,0.0,neutral,0.0,0.0,0,5.0,,,,,,,,,,,,,,
2024-02-29 11:09:00,Good,Right now I could use a referral to go do the Mri if that s possible for my wound it will be much appreciated in East Acton local Hospital instead of other places And a repeat precription I will like as it s finished now is>Gauze Swabs and Unadine dressing I ran out of is the prescriptions I require repeat at the stage and I ve been to my local chemist And they say only Drs surgery can order it and send it to them for me to pick up,,Earls-Court-Surgery,Brompton-Health-PCN,neutral,0.5363782048,neutral,0.0,87.0,0,4.0,Follow-up and Continuity of Care,,,,neutral,,,,,,,,"{'score': 0.0002967820328194648, 'start': 223, 'end': 224, 'answer': '>'}",
2024-02-29 11:10:00,Very good,Health Partners greatest asset is that it genuinely cares for its patients,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,positive,0.902922511,neutral,0.0,12.0,0,5.0,Patient Respect,,,,caring,,,,,,,,"{'score': 0.00014933796774130315, 'start': 42, 'end': 74, 'answer': 'genuinely cares for its patients'}",
2024-02-29 11:13:00,Neither good nor poor,Apart from going to the surgery hanging on the phone is the only way to contact anyone The website only allows repeat prescriptions,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,negative,0.7729149461,neutral,0.0,23.0,0,3.0,Accessibility and Convenience,,,,neutral,,,,,,,,"{'score': 0.00027593731647357345, 'start': 87, 'end': 131, 'answer': 'The website only allows repeat prescriptions'}",
2024-02-29 11:14:00,Very good,,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,neutral,0.0,neutral,0.0,0.0,0,5.0,,,,,,,,,,,,,,
2024-02-29 11:15:00,Very good,,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,neutral,0.0,neutral,0.0,5.0,0,5.0,,,,,,,,,,,,,,
2024-02-29 11:17:00,Neither good nor poor,Not happy about constant reminders to patients about respecting our staff as though this is going to apply to all your patients before we ve even opened our mouths What about your staff being more responsive and respecting patients I have witnessed that previous receptionists had a reputation of being quite rude They need better training,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,negative,0.8732185364,neutral,0.0,55.0,0,3.0,Reception Staff Interaction,,,,annoyance,,,,,,,,"{'score': 0.007952949032187462, 'start': 254, 'end': 313, 'answer': 'previous receptionists had a reputation of being quite rude'}",
2024-02-29 11:19:00,Very good,Generally Very good I have no problems with the service,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,neutral,0.4746147096,neutral,0.0,10.0,0,5.0,Patient Respect,,,,neutral,,,,,,,,"{'score': 0.0007689158665016294, 'start': 0, 'end': 55, 'answer': 'Generally Very good I have no problems with the service'}",
2024-02-29 11:20:00,Very good,,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,neutral,0.0,neutral,0.0,2.0,0,5.0,,,,,,,,,,,,,,
2024-02-29 11:20:00,Very good,,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,neutral,0.0,neutral,0.0,2.0,0,5.0,,,,,,,,,,,,,,
2024-02-29 11:20:00,Very good,,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,neutral,0.0,neutral,0.0,0.0,0,5.0,,,,,,,,,,,,,,
2024-02-29 11:23:00,Very good,,,Scarsdale-Medical-Centre,Brompton-Health-PCN,neutral,0.0,neutral,0.0,0.0,0,5.0,,,,,,,,,,,,,,
2024-02-29 11:23:00,Good,,,The-Chelsea-Practice,Brompton-Health-PCN,neutral,0.0,neutral,0.0,0.0,0,4.0,,,,,,,,,,,,,,
2024-02-29 11:24:00,Good,I m still waiting to hear back from Dr PERSON following on from my visit on 5th February Otherwise I m very happy with your service Thanks regards PERSON,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,positive,0.8357913494,neutral,0.0,29.0,0,4.0,Waiting Time,,,,gratitude,,"['Nina Brunker', 'James']",,,,,,"{'score': 0.001990195596590638, 'start': 132, 'end': 153, 'answer': 'Thanks regards PERSON'}",
2024-02-29 11:24:00,Neither good nor poor,,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,neutral,0.0,neutral,0.0,0.0,0,3.0,,,,,,,,,,,,,,
2024-02-29 11:27:00,Very good,Change Grow Live addiction psychiatrist saw me nov 23 she asked the GP to refer me to the CMHT and I know I had just seen CMHT for 5 weeks although in reality it was phone calls once a week and a face to face session on discharge so I understand why Dr PERSON s letter was not acted upon but I feel that I need to be put either in supported housing immediately or fast tracked sheltered accommodation I do not feel safe Various celebrities and poss org crime gangs want to hurt me I feel I am being followed to the gym and out and about I have hostile ads e g bleparoplasty ads and boiling kettles being poured over cars ads My delusional disorder may have led certain celebrities described in scanned letter to psych in sept 23 and org crime gangs to want a contract on me or to do a GBH on me Please refer me to supported housing immediately or fast track to anchor housing or London Cyrenians or some such org accommodation not far from my husband either in K and C or in a neighbouring borough like H and F Westminster Wandsworth etc with perhaps a guest suite so he can stay overnight Your GP service is generally good but the letter from dr PERSON in nov 23 should be actioned on When we visit our son in hospital once month I believe we are being followed up there and I am at risk this is urgent,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,neutral,0.5162288547,neutral,0.0,253.0,0,5.0,Follow-up and Continuity of Care,,,,neutral,,"['Veronica', 'Veronica']",,,,,,"{'score': 0.0003880636068060994, 'start': 304, 'end': 400, 'answer': 'I need to be put either in supported housing immediately or fast tracked sheltered accommodation'}",
2024-02-29 11:28:00,Good,,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,neutral,0.0,neutral,0.0,0.0,0,4.0,,,,,,,,,,,,,,
2024-02-29 11:29:00,Very good,The person who takes bloods is Very good especially as I have a needle phobia,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,negative,0.788891613,neutral,0.0,15.0,0,5.0,Test Results,,,,fear,,,,,,,,"{'score': 0.11660619080066681, 'start': 62, 'end': 77, 'answer': 'a needle phobia'}",
2024-02-29 11:30:00,Good,Sorry to say but one particular receptionist did nothing to help still waiting for a doctor to phone me a week later When I asked for a face to face appointment she said I couldn t Managed to get through via a phone call a day later to PERSON the Manager who was most helpful and I have an appointment on Friday,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,negative,0.8826494813,neutral,0.0,62.0,0,4.0,Reception Staff Interaction,,,,remorse,,['Jane'],,,,,,"{'score': 0.0033850427716970444, 'start': 117, 'end': 180, 'answer': 'When I asked for a face to face appointment she said I couldn t'}",
2024-02-29 11:32:00,Very good,,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,neutral,0.0,neutral,0.0,0.0,0,5.0,,,,,,,,,,,,,,
2024-02-29 11:36:00,Good,,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,neutral,0.0,neutral,0.0,3.0,0,4.0,,,,,,,,,,,,,,
2024-02-29 11:36:00,Very good,,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,neutral,0.0,neutral,0.0,3.0,0,5.0,,,,,,,,,,,,,,
2024-02-29 11:39:00,Very good,,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,neutral,0.0,neutral,0.0,0.0,0,5.0,,,,,,,,,,,,,,
2024-02-29 11:39:00,Very good,Very difficult to contact the surgery It seems impossible to get through by phone and the website forms are convoluted and cumbersome and not always the answer to the question,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,negative,0.9151321054,neutral,0.0,31.0,0,5.0,Surgery Website,,,,confusion,,,,,,,,"{'score': 0.0011893636547029018, 'start': 47, 'end': 81, 'answer': 'impossible to get through by phone'}",
2024-02-29 11:44:00,Very good,Possibly a slightly updated reception area,,Scarsdale-Medical-Centre,Brompton-Health-PCN,neutral,0.8670149446,neutral,0.0,6.0,0,5.0,Accessibility and Convenience,,mannual,upload,neutral,,,,,,,,"{'score': 2.2457732484326698e-05, 'start': 0, 'end': 42, 'answer': 'Possibly a slightly updated reception area'}",
2024-02-29 11:44:00,Very good,,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,neutral,0.0,neutral,0.0,0.0,0,5.0,,,,,,,,,,,,,,
2024-02-29 11:44:00,Poor,,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,neutral,0.0,neutral,0.0,0.0,0,2.0,,,,,,,,,,,,,,
2024-02-29 11:44:00,Very good,,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,neutral,0.0,neutral,0.0,0.0,0,5.0,,,,,,,,,,,,,,
2024-02-29 11:45:00,Neither good nor poor,Since the Redcliffe Surgery moved to Violet Melchett I have not actually used the GP Practice hence my responses to this questionnaire as I have no experience on which to form a judgement,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,neutral,0.740526557,neutral,0.0,33.0,0,3.0,Follow-up and Continuity of Care,,,,neutral,,,,,,,,"{'score': 0.15439178049564362, 'start': 138, 'end': 187, 'answer': 'I have no experience on which to form a judgement'}",
2024-02-29 11:46:00,Very poor,The phone system is STILL random you often have no idea where you are in the queue number ie number 2 or 44 This is rubbish Too many mistakes from the reception personnel too many mistakes from health assistants who never introduce themselves too many differences between what a doctor says and a dedicated society advises ie the Diabetic Society or British Heart Foundation I am not alone in these thoughts even if people don t take the time to inform you Would not ever recommend this practice to anyone have a look at some of the Google reviews,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,negative,0.901486814,neutral,0.0,98.0,0,1.0,Reception Staff Interaction,,,,disapproval,,,,,,,,"{'score': 0.019169168546795845, 'start': 416, 'end': 456, 'answer': 'people don t take the time to inform you'}",
2024-02-29 11:47:00,Good,Iâ€™m getting used to the new location of Redcliffe Surgery and the online booking system,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,positive,0.677171886,neutral,0.0,15.0,0,4.0,Accessibility and Convenience,,,,neutral,,,,,,,,"{'score': 0.00043810580973513424, 'start': 6, 'end': 89, 'answer': 'getting used to the new location of Redcliffe Surgery and the online booking system'}",
2024-02-29 11:47:00,Neither good nor poor,I have been living in the borough and with Redcliff surgery and now Health partners for almost 20 years and I DO NOT HAVE A DIRECT GP TO COMMUNICATE WITH the high turnover of doctors doens t help Please provide some point of contact for older residents who require some more personalised contact thank you,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,negative,0.816999197,neutral,0.0,54.0,0,3.0,Follow-up and Continuity of Care,,,,gratitude,,,,,,,,"{'score': 0.010419377125799656, 'start': 196, 'end': 252, 'answer': 'Please provide some point of contact for older residents'}",
2024-02-29 11:47:00,Very good,,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,neutral,0.0,neutral,0.0,0.0,0,5.0,,,,,,,,,,,,,,
2024-02-29 11:47:00,Very good,I m getting used to the new location of Redcliffe Surgery and the online booking system,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,positive,0.719396174,neutral,0.0,15.0,0,5.0,Accessibility and Convenience,,,,neutral,,,,,,,,"{'score': 0.0004201805277261883, 'start': 4, 'end': 87, 'answer': 'getting used to the new location of Redcliffe Surgery and the online booking system'}",
2024-02-29 11:47:00,Very good,,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,neutral,0.0,neutral,0.0,0.0,0,5.0,,,,,,,,,,,,,,
2024-02-29 11:49:00,Very good,,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,neutral,0.0,neutral,0.0,0.0,0,5.0,,,,,,,,,,,,,,
2024-02-29 11:50:00,Poor,Staff are not customer focus Reception are very unhelpful and rude My carer went into the practice for me and the reception just looked at him without saying anything He then had to ask for assistance,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,negative,0.9004228711,neutral,0.0,36.0,0,2.0,Reception Staff Interaction,,,,annoyance,,,,,,,,"{'score': 0.029496651142835617, 'start': 29, 'end': 66, 'answer': 'Reception are very unhelpful and rude'}",
2024-02-29 11:50:00,Very good,,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,neutral,0.0,neutral,0.0,0.0,0,5.0,,,,,,,,,,,,,,
2024-02-29 11:52:00,Good,,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,neutral,0.0,neutral,0.0,0.0,0,4.0,,,,,,,,,,,,,,
2024-02-29 11:54:00,Very good,,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,neutral,0.0,neutral,0.0,0.0,0,5.0,,,,,,,,,,,,,,
2024-02-29 11:55:00,Good,I think the reception area desk needs to be more private often there are people next to you as you talk,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,neutral,0.7540380955,neutral,0.0,21.0,0,4.0,Reception Staff Interaction,,,,neutral,,,,,,,,"{'score': 0.010558467358350754, 'start': 0, 'end': 56, 'answer': 'I think the reception area desk needs to be more private'}",
2024-02-29 11:56:00,Very good,,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,neutral,0.0,neutral,0.0,0.0,0,5.0,,,,,,,,,,,,,,
2024-02-29 12:00:00,Neither good nor poor,,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,neutral,0.0,neutral,0.0,0.0,0,3.0,,,,,,,,,,,,,,
2024-02-29 12:01:00,Very good,I did not use the phone to make an appointment so my answer to the telephone question is not relevant I used patches which was excellent,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,neutral,0.5285657644,neutral,0.0,27.0,0,5.0,Follow-up and Continuity of Care,,,,admiration,,,,,,,,"{'score': 0.004124530125409365, 'start': 53, 'end': 116, 'answer': 'answer to the telephone question is not relevant I used patches'}",
2024-02-29 12:02:00,Poor,,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,neutral,0.0,neutral,0.0,0.0,0,2.0,,,,,,,['Jane'],,,,,,,
2024-02-29 12:02:00,Good,It has taken me over 30 mins on hold to speak to a receptionist I have to go in person to the centre if I need to speak to someone that s quicker than trying by phone Whilst I can manage the online patchs system I m sure older patients have an absolute nightmare with it That said often patchs is unavailable and I think it should be possible to submit a request 24 7 and not have the system so frequently closed finally I was upset at my recent smear test Just after the test was completed as I was talking to the nurse by her desk a male dr knocked on the door and came straight in without waiting for a response Had he done that just a few minutes earlier I would have been mid test The nurse said she had locked the door but this hadn t been done I don t think it s acceptable that if a nurse or dr is with a patient that the appt is interrupted the dr only wanted a blood pressure arm band and if that had happened during my test I would have been furious and made a formal complaint However your out of hours system is excellent and being able to see the out of hours doctors over the weekend is fantastic The option of smear test blood test and more besides over the weekend is brilliant And PERSON on Reception is lovely so kind helpful and efficient The issue is getting through on the phone trying to secure a doctor appt in the first instance and for older patients having to navigate everything online,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,negative,0.828094482,neutral,0.0,275.0,0,4.0,Reception Staff Interaction,,,,admiration,,,,,,,,"{'score': 0.0044390177354216576, 'start': 1002, 'end': 1034, 'answer': 'out of hours system is excellent'}",
2024-02-29 12:03:00,Good,,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,neutral,0.0,neutral,0.0,0.0,0,4.0,,,,,,,,,,,,,,
2024-02-29 12:03:00,Very good,I do need priority appointments because of my condition I now find they are harder to make and adjust,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,negative,0.5528129935,neutral,0.0,19.0,0,5.0,Appointment Availability,,,,neutral,,,,,,,,"{'score': 0.08096705377101898, 'start': 76, 'end': 101, 'answer': 'harder to make and adjust'}",
2024-02-29 12:03:00,Very good,,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,neutral,0.0,neutral,0.0,0.0,0,5.0,,,,,,,,,,,,,,
2024-02-29 12:03:00,Very good,,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,neutral,0.0,neutral,0.0,0.0,0,5.0,,,,,,,,,,,,,,
2024-02-29 12:07:00,Good,I have not needed to use the new surgery apart from a flu vaccine,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,neutral,0.671645463,neutral,0.0,14.0,0,4.0,Vaccinations,,,,neutral,,,,,,,,"{'score': 7.909085979918018e-05, 'start': 0, 'end': 65, 'answer': 'I have not needed to use the new surgery apart from a flu vaccine'}",
2024-02-29 12:11:00,Very good,,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,neutral,0.0,neutral,0.0,0.0,0,5.0,,,,,,,,,,,,,,
2024-02-29 12:12:00,Very good,,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,neutral,0.0,neutral,0.0,0.0,0,5.0,,,,,,,,,,,,,,
2024-02-29 12:14:00,Good,I find the text replies to for example blood test results too brief,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,negative,0.5292734504,neutral,0.0,13.0,0,4.0,Test Results,,,,neutral,,,,,,,,"{'score': 0.0011448635486885905, 'start': 39, 'end': 67, 'answer': 'blood test results too brief'}",
2024-02-29 12:16:00,Good,,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,neutral,0.0,neutral,0.0,0.0,0,4.0,,,,,,,,,,,,,,
2024-02-29 12:17:00,Good,,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,neutral,0.0,neutral,0.0,0.0,0,4.0,,,,,,,,,,,,,,
2024-02-29 12:17:00,Very good,,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,neutral,0.0,neutral,0.0,0.0,0,5.0,,,,,,,,,,,,,,
2024-02-29 12:18:00,Very good,,,Scarsdale-Medical-Centre,Brompton-Health-PCN,neutral,0.0,neutral,0.0,3.0,0,5.0,,,mannual,upload,,,,,,,,,,
2024-02-29 12:18:00,Good,,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,neutral,0.0,neutral,0.0,0.0,0,4.0,,,,,,,,,,,,,,
2024-02-29 12:21:00,Very good,,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,neutral,0.0,neutral,0.0,0.0,0,5.0,,,,,,,,,,,,,,
2024-02-29 12:21:00,Poor,I have recently moved to the area from Australia and registered at this practice I was needed a repeat prescription for a medication I have been on for around 5 years I was given a phone appointment which is ok however as I have never been to the practice nor ever been to a gp in the uk I was expecting to have an in person appointment I was lucky to get a same day phone appointment The problems started while on the phone to the gp stated they don t often prescribe the medication I am usually on but could give be a months dose and gave me a list of alternative medications My concern is that this medication is an antidepressants that I have been stable on for 5 years From my understanding the practice and gps do not want to prescribe me the medication as it cost the practice more than alternatives which have not worked for me the past The gp is putting their need wants ahead of the patient that they are meant to be caring for If the practice refuses to continue to prescribe this medication for me I will have to look into a private go which as a nurse working in the nhs is not an sustainable option for me,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,neutral,0.7320456505,neutral,0.0,217.0,0,2.0,Prescriptions and Medication Management,,,,neutral,,,,,,,,"{'score': 0.011764340102672577, 'start': 763, 'end': 844, 'answer': 'it cost the practice more than alternatives which have not worked for me the past'}",
2024-02-29 12:22:00,Very good,I would welcome more continuity of care and ideally knowing one doctor as my doctor though I am of course ignorant of the recent constraints upon that,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,positive,0.5043932796,neutral,0.0,28.0,0,5.0,Follow-up and Continuity of Care,,,,approval,,,,,,,,"{'score': 0.0013074638554826379, 'start': 16, 'end': 39, 'answer': 'more continuity of care'}",
2024-02-29 12:22:00,Good,,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,neutral,0.0,neutral,0.0,0.0,0,4.0,,,,,,,,,,,,,,
2024-02-29 12:24:00,Very good,,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,neutral,0.0,neutral,0.0,0.0,0,5.0,,,,,,,,,,,,,,
2024-02-29 12:25:00,Very good,,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,neutral,0.0,neutral,0.0,0.0,0,5.0,,,,,,,,,,,,,,
2024-02-29 12:26:00,Good,,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,neutral,0.0,neutral,0.0,0.0,0,4.0,,,,,,,,,,,,,,
2024-02-29 12:26:00,Good,Website has been difficult but think getting better,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,neutral,0.4324575365,neutral,0.0,8.0,0,4.0,Accessibility and Convenience,,,,approval,,,,,,,,"{'score': 2.269065225846134e-05, 'start': 0, 'end': 26, 'answer': 'Website has been difficult'}",
2024-02-29 12:28:00,Neither good nor poor,Why does it take so long to see someone,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,negative,0.7921955585,neutral,0.0,9.0,0,3.0,Follow-up and Continuity of Care,,,,neutral,,,,,,,,"{'score': 5.755470920121297e-05, 'start': 9, 'end': 39, 'answer': 'it take so long to see someone'}",
2024-02-29 12:29:00,Very poor,Your GP s say they will follow up but never do I have been trying with both GP and Cardiologist to get a replacement for Hydrochlorthiazide 25mg tablet that your pharmacist will no longer prescribe as it costs the NHS too much money since around September 2023 It is now 29 February 2024 after repeated calls messages in person requests at surgery from myself and with just two weeks remaining of the aforementioned tablet and NO WORD FROM EITHER GP OR CARDIOLOGIST as to which replacement tablet I should be on,Certain reception staff members showing they are overwhelmed and therefore showing their stress through being annoyed with patient This is subtle but clearly visible Also reception staff members that overindulge time waster patients when there is a long queue and only one receptionist,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,negative,0.8132733703,negative,0.824848175,90.0,43,1.0,Follow-up and Continuity of Care,Reception Staff Interaction,,,neutral,neutral,,,,,,,"{'score': 0.12604832649230957, 'start': 204, 'end': 232, 'answer': 'costs the NHS too much money'}","{'score': 0.00021049777569714934, 'start': 0, 'end': 60, 'answer': 'Certain reception staff members showing they are overwhelmed'}"
2024-02-29 12:31:00,Neither good nor poor,overall the service is good moving the surgery has been challenging due to the time it takes to get there now used to be 10 mins its now 50 mins,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,neutral,0.410550445,neutral,0.0,31.0,0,3.0,Waiting Time,,,,admiration,,,,,,,,"{'score': 0.0004749637155327946, 'start': 0, 'end': 67, 'answer': 'overall the service is good moving the surgery has been challenging'}",
2024-02-29 12:31:00,Very poor,I have very recently changed practices from this clinic because of rather poor service all round,,Knightsbridge-Medical-Centre,Brompton-Health-PCN,negative,0.9134114385,neutral,0.0,16.0,0,1.0,Treatment Quality,,,,neutral,,,,,,,,"{'score': 0.203699991106987, 'start': 74, 'end': 86, 'answer': 'poor service'}",
2024-02-29 12:31:00,Good,I haven t really booked any appointments over the phone nor visited my GP practice since it relocated I ve only been once but appointments dates were sent to me online and i just picked a date,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,neutral,0.7710914016,neutral,0.0,35.0,0,4.0,Appointment Availability,,,,neutral,,,,,,,,"{'score': 0.0012711958261206746, 'start': 126, 'end': 192, 'answer': 'appointments dates were sent to me online and i just picked a date'}",
2024-02-29 12:32:00,Very good,It would be very useful to have a What s app number So then we can get in touch easier having 2 options telephone and what s app Thank you PERSON,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,positive,0.5950506926,neutral,0.0,30.0,0,5.0,Accessibility and Convenience,,,,gratitude,,['Lia'],,,,,,"{'score': 0.0006122980848886073, 'start': 129, 'end': 145, 'answer': 'Thank you PERSON'}",
2024-02-29 12:32:00,Good,I m happy with the GPs and overall standards of care Recent experiences of arranging appointments have improved but generally the administration is still appalling There are multiple access channels some of which are no reply forcing me back to the phone I use the NHS app but it feels hit and miss whether I will be able to do things on the app often I get messages to say your practice does not support x Appointment calendars only look 2 weeks ahead and get fully booked up so I get told to ring back in a week that is insane I get sent appointments for things I never asked for eg tests at times I can t make but no means of referring back so the time just gets wasted I get sent appointments for things I do want at times that suit you but not me so even more time is wasted I know you are not stupid people so I have to conclude that you the partners are not really focused on the needs of your patients or if you are then you are unwilling to confront the poor performance of your practice managers,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,neutral,0.402108222,neutral,0.0,195.0,0,4.0,Appointment Availability,,,,disappointment,,,,,,,,"{'score': 0.04270234704017639, 'start': 844, 'end': 909, 'answer': 'the partners are not really focused on the needs of your patients'}",
2024-02-29 12:34:00,Good,,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,neutral,0.0,neutral,0.0,0.0,0,4.0,,,,,,,,,,,,,,
2024-02-29 12:35:00,Good,,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,neutral,0.0,neutral,0.0,0.0,0,4.0,,,,,,,,,,,,,,
2024-02-29 12:37:00,Very good,,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,neutral,0.0,neutral,0.0,2.0,0,5.0,,,,,,,,,,,,,,
2024-02-29 12:37:00,Very good,,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,neutral,0.0,neutral,0.0,2.0,0,5.0,,,,,,,,,,,,,,
2024-02-29 12:37:00,Very good,,,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,neutral,0.0,neutral,0.0,0.0,0,5.0,,,,,,,,,,,,,,
